x_raw,y_raw,x_filtered,y_filtered,gaze_timestamp,record_timestamp
328.16824,746.5266,927.70087,1773.7648,638569828537600,638569895979423
337.31982,655.62354,927.70087,1773.7648,638569896279059,638569936568277
319.8479,777.5639,337.31982,777.5639,638569936703642,638569986073381
321.7165,668.7976,337.31982,777.5639,638569986177184,638570034762548
352.66772,701.04974,337.31982,777.5639,638570034871038,638570080841819
489.6143,636.1843,337.31982,701.04974,638570081023329,638570120264163
516.2183,507.59235,352.66772,701.04974,638570120360621,638570166146663
534.5201,593.0339,489.6143,636.1843,638570166286923,638570217247288
546.12714,635.11566,516.2183,635.11566,638570217403225,638570260314058
511.55872,492.7001,511.55872,635.11566,638570260414215,638570302506350
507.63083,531.5018,511.55872,635.11566,638570302622183,638570339777600
511.767,594.40076,511.55872,594.40076,638570339916923,638570393521663
518.372,662.31116,511.55872,635.11566,638570393689215,638570450397235
518.84955,638.44745,511.767,635.11566,638570450561819,638570485122860
515.60156,637.14606,515.60156,637.14606,638570485255725,638570520253538
211.25897,784.92365,511.767,637.14606,638570520710413,638570553006090
183.27884,747.68414,511.767,637.14606,638570556120204,638570593098902
161.04192,762.765,211.25897,747.68414,638570593245621,638570624935308
163.95296,891.06714,183.27884,747.68414,638570625034423,638570661717912
816.63586,593.34235,211.25897,747.68414,638570661859162,638570695129579
644.26746,652.8463,211.25897,747.68414,638570695255465,638570730796715
493.03403,453.62314,493.03403,652.8463,638570730964892,638570767847808
264.02606,661.6832,264.02606,661.6832,638570768107548,638570801879631
259.46402,459.24216,264.02606,652.8463,638570802020100,638570834106715
208.33163,419.08057,264.02606,652.8463,638570834302131,638570876950933
213.09396,401.24112,259.46402,459.24216,638570877151142,638570911394996
338.87482,354.2565,264.02606,419.08057,638570911528433,638570949218173
372.77264,379.40573,264.02606,401.24112,638570949466506,638570980195777
390.90216,348.75732,338.87482,379.40573,638570980380100,638571015808537
412.18103,325.8075,372.77264,379.40573,638571016043798,638571052302808
401.76096,439.27368,390.90216,379.40573,638571052505256,638571093223069
560.34827,417.2711,401.76096,379.40573,638571093366871,638571126836923
561.4164,491.13934,401.76096,417.2711,638571126966246,638571162979058
561.00323,452.40918,560.34827,417.2711,638571163138641,638571199134058
555.1929,501.79242,555.1929,452.40918,638571199271298,638571233349735
532.2609,450.49915,555.1929,450.49915,638571233500152,638571266318954
565.0929,458.60342,555.1929,452.40918,638571266451766,638571302269943
618.24396,480.23837,555.1929,452.40918,638571302435621,638571334296089
585.8228,467.66647,565.0929,458.60342,638571334474839,638571374568485
379.18042,663.14966,555.1929,467.66647,638571374732860,638571411113589
291.87506,678.4762,555.1929,467.66647,638571411282131,638571449517183
282.67722,650.47864,379.18042,650.47864,638571449675152,638571483960881
268.19052,640.0895,291.87506,640.0895,638571484191193,638571517333381
251.95229,746.5835,282.67722,650.47864,638571517519318,638571551257808
357.18973,677.98883,291.87506,650.47864,638571551403850,638571584910516
558.73047,762.2614,291.87506,677.98883,638571585027912,638571616550933
579.0567,689.41974,357.18973,677.98883,638571618417704,638571648813589
580.7772,690.50433,558.73047,689.41974,638571654008537,638571685629995
597.4849,712.95844,579.0567,689.41974,638571685766141,638571718534214
565.1749,737.40436,565.1749,690.50433,638571718831610,638571750876922
576.48413,714.27356,576.48413,712.95844,638571756195464,638571805256558
573.18176,688.0866,573.18176,690.50433,638571805481870,638571840814214
576.70306,678.3701,576.48413,690.50433,638571840913850,638571873642912
163.94559,999.1522,573.18176,690.50433,638571873829527,638571920614110
159.86223,1000.44495,573.18176,690.50433,638571920705985,638571952371766
170.85268,938.76764,170.85268,938.76764,638571952499110,638571991966870
158.80873,874.4371,170.85268,874.4371,638571992113797,638572024931766
157.18602,874.2849,170.85268,874.4371,638572025090933,638572057714839
178.76004,914.0795,170.85268,874.4371,638572057843485,638572090879943
175.35307,891.6107,170.85268,874.4371,638572090998433,638572125777652
168.18433,891.7437,170.85268,891.6107,638572125929735,638572160882391
159.11623,856.7138,170.85268,874.4371,638572161015933,638572193526193
147.00162,949.9568,168.18433,891.6107,638572193651245,638572226091349
156.81042,902.8758,159.11623,891.6107,638572226224162,638572257194058
122.85785,991.852,156.81042,902.8758,638572257848068,638572290726245
150.81267,957.10297,156.81042,902.8758,638572290878745,638572326831922
432.24768,1039.0392,156.81042,957.10297,638572326999631,638572361257495
406.62625,1072.1669,156.81042,957.10297,638572361432443,638572396886193
442.4914,1117.3485,406.62625,1039.0392,638572397094058,638572433030881
428.13043,1042.9166,406.62625,1042.9166,638572433133016,638572465849839
418.20987,1128.1124,418.20987,1042.9166,638572465997443,638572499314318
405.9065,1104.8364,406.62625,1042.9166,638572499473797,638572532093172
748.77216,941.5631,418.20987,1042.9166,638572532255308,638572564380360
774.8851,880.2241,418.20987,1042.9166,638572564559891,638572610580985
772.1529,1025.1163,748.77216,1025.1163,638572610834162,638572642561662
712.1717,1029.5779,712.1717,1029.5779,638572642749162,638572681773485
766.0908,922.46375,748.77216,1025.1163,638572681953120,638572715675985
771.7215,1056.0531,748.77216,1029.5779,638572715883120,638572754283537
738.59796,978.6688,748.77216,1025.1163,638572754515776,638572792893641
291.4806,1168.8455,748.77216,1029.5779,638572793900776,638572828447703
203.37376,1209.8843,738.59796,1029.5779,638572828607287,638572863358693
191.62862,1212.2805,291.4806,1168.8455,638572863497391,638572895068380
179.82143,1215.1128,203.37376,1209.8843,638572895204526,638572932745568
188.37889,1121.0502,191.62862,1168.8455,638572932842235,638572971994839
190.84581,1195.4442,190.84581,1195.4442,638572972177078,638573030762443
225.64368,1180.97,191.62862,1180.97,638573030872651,638573064958120
280.7786,1162.71,191.62862,1180.97,638573065092703,638573098267130
280.27866,1194.8966,225.64368,1180.97,638573098447078,638573131249266
288.22565,1147.1653,280.27866,1180.97,638573131405255,638573172451714
290.61444,1136.2083,280.27866,1180.97,638573172611401,638573204818068
288.9807,1209.5431,288.22565,1180.97,638573205025047,638573241032651
281.95938,1156.4587,281.95938,1180.97,638573241208641,638573272329578
285.06802,1205.311,285.06802,1180.97,638573272517443,638573304409318
319.05145,1224.2782,285.06802,1180.97,638573304590620,638573337893276
392.13425,1123.7488,285.06802,1180.97,638573338074161,638573370985880
436.9814,1079.1844,319.05145,1180.97,638573371131714,638573430599370
499.41656,1010.4234,392.13425,1123.7488,638573430706661,638573496402495
621.08057,1005.6936,436.9814,1079.1844,638573496513693,638573527722391
701.21173,972.69855,499.41656,1010.4234,638573527888641,638573562081349
731.2103,958.0857,621.08057,1005.6936,638573562258953,638573596748380
680.4445,931.2453,680.4445,972.69855,638573596910307,638573635261713
674.79535,953.89954,674.79535,958.0857,638573635431818,638573675773901
655.1305,982.5505,674.79535,972.69855,638573675928849,638573710908640
685.3221,1006.5655,674.79535,972.69855,638573711113693,638573746748536
718.7272,916.14667,674.79535,972.69855,638573746913849,638573777676974
706.26215,952.91425,685.3221,972.69855,638573777874838,638573811688693
542.64764,1090.057,674.79535,972.69855,638573811878953,638573842906453
172.17264,1343.7639,674.79535,972.69855,638573843099109,638573876694786
124.42694,1326.9731,542.64764,1090.057,638573876851036,638573914551609
110.06666,1231.7441,172.17264,1231.7441,638573914681765,638573955199890
104.0219,1337.7576,124.42694,1231.7441,638573955333692,638573989227338
130.41705,1309.0262,130.41705,1231.7441,638573989364265,638574022503067
119.836464,1314.9827,124.42694,1309.0262,638574022661922,638574057555099
119.88132,1351.994,124.42694,1309.0262,638574057730984,638574090080984
116.874985,1345.6661,119.88132,1314.9827,638574090245099,638574121672078
139.45265,1329.1356,124.42694,1329.1356,638574121807599,638574160338172
127.94484,1343.009,124.42694,1329.1356,638574162094786,638574201888797
170.00253,1294.335,127.94484,1329.1356,638574202070515,638574232943224
630.04926,1134.4641,127.94484,1329.1356,638574233109057,638574295192182
634.98114,1093.2028,170.00253,1294.335,638574295299213,638574326854474
638.9365,1118.0015,630.04926,1134.4641,638574327031088,638574359657494
637.4747,1147.3701,634.98114,1147.3701,638574359840567,638574393234630
617.6757,1141.2943,630.04926,1141.2943,638574393391192,638574445505828
575.9673,1183.3002,630.04926,1147.3701,638574445636453,638574479944317
400.70166,1274.7987,617.6757,1147.3701,638574480197963,638574512202390
315.5759,1331.7034,575.9673,1183.3002,638574512360619,638574544252494
290.17883,1317.1895,400.70166,1274.7987,638574544422182,638574576228119
323.54535,1302.7133,323.54535,1302.7133,638574576386661,638574608047807
335.8622,1319.2821,335.8622,1302.7133,638574608169473,638574638257859
339.2804,1324.9757,335.8622,1302.7133,638574638384526,638574671328119
344.8763,1338.2063,335.8622,1319.2821,638574671461765,638574702457234
385.1363,1248.5779,339.2804,1302.7133,638574702622390,638574734182494
485.2747,1179.1644,344.8763,1302.7133,638574734651765,638574766039213
567.8377,1140.3456,385.1363,1248.5779,638574766336088,638574802147911
585.5128,1151.7214,485.2747,1179.1644,638574802316244,638574832638848
602.015,1136.604,567.8377,1151.7214,638574832767234,638574864996244
569.73553,1127.1222,569.73553,1151.7214,638574865185359,638574906943171
630.0847,1127.7539,569.73553,1136.604,638574907086817,638574936617546
688.7761,1152.2048,569.73553,1151.7214,638574936810515,638574967790671
704.8018,1104.0226,630.0847,1136.604,638574967962286,638575001871400
713.8012,1164.1957,688.7761,1151.7214,638575002030463,638575037946817
721.1125,1105.847,704.8018,1136.604,638575038078900,638575081947234
327.75388,1330.0979,688.7761,1151.7214,638575082277650,638575117805567
113.626595,1479.5188,688.7761,1151.7214,638575117913744,638575151652598
94.880554,1441.7819,327.75388,1330.0979,638575152732077,638575185690932
85.0819,1529.8748,113.626595,1441.7819,638575185833223,638575222315567
87.65721,1466.4329,94.880554,1441.7819,638575222497338,638575254231921
548.5324,1371.2618,113.626595,1441.7819,638575254411921,638575286862234
684.70715,1328.8138,113.626595,1441.7819,638575287011244,638575319728900
672.85425,949.04865,548.5324,1371.2618,638575319869265,638575354011192
392.60318,1768.2837,392.60318,1441.7819,638575354147859,638575384907702
235.1712,1515.7102,392.60318,1441.7819,638575385080411,638575420908327
237.22475,1265.9318,392.60318,1441.7819,638575421027182,638575452385723
226.31435,1124.8309,237.22475,1441.7819,638575452535359,638575486516296
238.20126,1191.2906,238.20126,1265.9318,638575487319369,638575519339473
233.18018,1198.6335,237.22475,1198.6335,638575519456504,638575551148015
236.57033,1269.3033,237.22475,1265.9318,638575551263171,638575581588692
227.84712,1369.7429,236.57033,1265.9318,638575582302546,638575614516661
284.25452,1250.2256,237.22475,1265.9318,638575615226088,638575650956608
319.80984,1195.1667,237.22475,1265.9318,638575651104577,638575687051036
308.94354,1234.3434,284.25452,1250.2256,638575687166400,638575720747598
319.23465,1192.78,308.94354,1234.3434,638575720857077,638575760119890
324.0607,1175.1482,308.94354,1234.3434,638575760250983,638575792118900
321.83835,1186.6833,319.23465,1192.78,638575792261921,638575831571869
413.73257,1130.5328,321.83835,1186.6833,638575831766400,638575876436140
500.11166,1109.322,321.83835,1186.6833,638575876567494,638575907690306
550.3243,1083.1007,413.73257,1130.5328,638575907845775,638575939114838
559.9966,1131.5719,500.11166,1131.5719,638575939305202,638575974419577
590.57904,1142.7595,550.3243,1131.5719,638575974624681,638576006089994
591.8968,1160.0652,559.9966,1131.5719,638576006254890,638576036974890
597.2928,1121.1205,590.57904,1131.5719,638576037161035,638576069450046
615.06726,1161.1672,591.8968,1131.5719,638576069636869,638576103986087
704.81744,1159.9061,597.2928,1131.5719,638576104195462,638576137705723
727.7967,1051.1156,615.06726,1131.5719,638576137881608,638576170569473
726.38275,1141.1017,704.81744,1131.5719,638576170760775,638576202900046
746.74994,1118.5479,726.38275,1131.5719,638576203056504,638576235244890
743.5725,1168.12,726.38275,1131.5719,638576235416973,638576270150098
776.1461,1138.7013,743.5725,1131.5719,638576270313848,638576302957337
